fitness,metric,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,time
time&discontinuity,tet,0.40147302950001096,0.4328804828013149,0.42439689596519276,0.4082467924514018,0.4329426769255069,0.39384920244953975,0.4450150748633042,0.41578582001453357,0.4036066519203113,0.37709653160749285,0.4300495681945935,0.3870179286705425,0.38658268615493147,0.4384984029600262,0.4187511392905166,0.3901564287314709,0.40002961612811333,0.3854496543366695,0.4150948262152183,0.40417933957704566,871.100378036499
time&discontinuity,ms,0.9667638483965014,0.9761645116061691,0.9761516034985422,0.9666666666666667,0.9656771799628943,0.9680795395081109,0.9733053935860059,0.9638533379453477,0.9756824807845216,0.9680088251516823,0.9728571428571429,0.9669544740973313,0.9698025551684089,0.9762578298646191,0.9719768504416691,0.9649398220826793,0.970571654075995,0.9553206997084548,0.9718672515735266,0.9730487614893285,871.100378036499
time&discontinuity,hv,0.9023695328200265,0.8652059014622253,0.8848154776244394,0.881421938697294,0.8890049964489859,0.8959086163976552,0.8834897135306675,0.8957172474999505,0.870742302746639,0.9071420228370362,0.87786649229675,0.8953582352763273,0.891958178334955,0.868180723155428,0.8723751956707871,0.9018877212083669,0.8942248829625364,0.9189735222618864,0.871178748979279,0.8708669271786592,871.100378036499
time&instability,tet,0.34670722246224317,0.3296101680878095,0.3589319666397064,0.40229328390450575,0.3450162510027603,0.39834886763890276,0.3754307833818795,0.40179713740192047,0.36918510569438057,0.37274948527872426,0.337345584753002,0.3757272577708147,0.3750957017533149,0.35189440942885214,0.3433217137729281,0.37299295092257007,0.3601025715275294,0.33217643496027927,0.36240458061705955,0.36778272711512533,870.114129781723
time&instability,ms,0.9699443413729127,0.9602392681210415,0.9758972554539057,0.984786641929499,0.9712504049238743,0.9852087624040442,0.9747959183673469,0.9849721706864564,0.9789734075448361,0.9778637261356156,0.9681825486099952,0.9734320557491289,0.9773342965504785,0.972179437812861,0.9755864962807553,0.9766076241817482,0.9718442932728647,0.9711441953830713,0.9744412050534499,0.976158687774175,870.114129781723
time&instability,hv,0.9241944516577135,0.9375928817027348,0.917283792253679,0.8970761231059954,0.927793959834432,0.8885933186704085,0.9257650323658514,0.8746111352712173,0.9089318695437703,0.8979737840253379,0.9285096377965567,0.9370226858181567,0.897188754391838,0.9194913133120795,0.9208397600953611,0.9107138946334321,0.9074793952534256,0.9124708905484622,0.9097322816908459,0.9011285029112058,870.114129781723
time&infinite,tet,0.4377019812418614,0.4321605750113782,0.4726293485068339,0.41607614976530644,0.45386460578405824,0.42942644763892657,0.44153609646864284,0.39281353595515267,0.44793345373282034,0.3924655771119972,0.42382962210639274,0.42533151923961365,0.47458165954188875,0.43348051369072477,0.4243734691183972,0.4094680009374433,0.4158677776765999,0.4401643756281193,0.41118562652275176,0.4457366918866274,886.0339508056641
time&infinite,ms,0.9298017079172094,0.9183076739467717,0.9369957285239677,0.9140083217753121,0.9254701880752301,0.917032967032967,0.9205913134484563,0.9038211029092488,0.929006968641115,0.8946213999618539,0.9316326530612244,0.9150313971742543,0.9311901751851183,0.9275158339197748,0.9185551521221985,0.9020056298381421,0.9027926960257787,0.9170748299319728,0.9130923555863023,0.9110894357743097,886.0339508056641
time&infinite,hv,0.8846556559155934,0.8876260453591217,0.8721217752776413,0.8672124069618649,0.8747435813203098,0.8641755337732211,0.8816093967864626,0.8958895837961123,0.8746140031974771,0.8903104243383694,0.8995193355588441,0.8891875008473418,0.8538598637370017,0.8713821110231614,0.8889789243920778,0.8939347009691505,0.8882499496809302,0.8993084126184584,0.8994338192121859,0.8687762089352068,886.0339508056641
time&minmax,tet,0.3857777256745613,0.4389631719811947,0.41027855646321076,0.37502938320813534,0.41687992913962557,0.47265141671881505,0.4495010329748947,0.44843009716534166,0.4727041352252145,0.4898473314889132,0.4256088778976415,0.4644356858032537,0.44535668309606263,0.4204790375448048,0.462726160523998,0.42690820515441086,0.45319322068543205,0.43054055043671435,0.4120789116573265,0.4380662198958995,873.6826751232147
time&minmax,ms,0.9042283580098706,0.9198820153061225,0.9064322157434402,0.8943537414965986,0.9274829931972789,0.9348444295751087,0.9295146630080604,0.9257288629737609,0.9390022675736961,0.9485027655922182,0.9195085929108485,0.9230414746543779,0.9197651663405088,0.9146355685131196,0.932009167303285,0.9100097181729835,0.9206157039086821,0.9139482564679415,0.9147770219198791,0.9231049562682215,873.6826751232147
time&minmax,hv,0.9040313657273426,0.8982889951933555,0.8674955494998858,0.8971394782042819,0.8923549950410947,0.8881185465141138,0.8641322541587538,0.8751620378336833,0.8524290292538907,0.8702331154752259,0.8970766445471337,0.8765746218769587,0.895709425882878,0.8999310133374214,0.8538598637370018,0.8788228153441354,0.8755585938192539,0.8832042245075249,0.8940126564193056,0.8812355234904019,873.6826751232147
time&discontinuity&instability,tet,0.42957687571937153,0.37687756743405987,0.3884351361585763,0.4293989473146303,0.40722959078486204,0.4156156386341884,0.4011245316707497,0.4074132374090216,0.3990146753445849,0.3919847718330012,0.4273014353629662,0.3973917508098336,0.42039894640750786,0.4213494650293536,0.3926267084029633,0.4120322040501917,0.39994897861413464,0.39211163361130025,0.39432373582915214,0.3904860604615319,1310.0711240768433
time&discontinuity&instability,ms,0.9825072886297376,0.9751792608935466,0.9724228152799581,0.9863673469387755,0.9749472202674173,0.9831081081081081,0.97783484254629,0.9794096209912536,0.9748873575404188,0.9750658327847268,0.983739837398374,0.978021978021978,0.9847844463229078,0.9825495415557527,0.9769141699232885,0.9787279991361624,0.9818239795918368,0.9794138585666825,0.9796783120027672,0.972737579880437,1310.0711240768433
time&discontinuity&instability,hv,0.8254728688961404,0.867179556170161,0.8983273211170103,0.8147559499041069,0.8742753271782421,0.8489770889192715,0.8844932270010564,0.8877060865738293,0.8876351705790395,0.861187154610426,0.8270763003959823,0.8720323481224469,0.8173258725535285,0.8462343085325499,0.8536220865780009,0.8560214979752441,0.8586863229118108,0.8600957783082572,0.8705199081012138,0.897866367150877,1310.0711240768433
time&discontinuity&infinite,tet,0.4352781959422271,0.43283250850704474,0.4645851512414814,0.41632251711499374,0.4301154365206565,0.495483179765322,0.518720551165283,0.44971154903318017,0.4716446836739136,0.4497502870017187,0.45675935257252814,0.4473345029837441,0.4874306550056149,0.4530757386905198,0.47047463752967356,0.4521373414337864,0.4669976756499003,0.48382665089392835,0.47398634449947386,0.46391089587759066,1298.1065304279327
